"ID","明細ID","会計単位","経理区分","取引区分","起票日","借方科目ID","借方補助ID","借方補助整理","借方金額","貸方科目ID","貸方補助ID","貸方補助整理","貸方金額","摘要ID","コメント","元号","年","月","日","伝票確認","借方科目コード","貸方科目コード","決算終了","登録日","伝票番号","伝票連番","更新日","補助科目登録","印刷チェック"
5654,357,1,1,1,2009/09/29 0:00:00,58,0,0,\1948,113,0,0,\0,0,"ﾀﾞﾝﾎﾞｰﾙ","H",21,9,29,0,"13306","10101",1,2009/11/16 0:00:00,"H2109-0043",43,,,0
5655,358,1,1,1,2009/09/29 0:00:00,58,0,0,\2179,113,0,0,\0,0,"ﾈｸﾀｲ","H",21,9,29,0,"13306","10101",1,2009/11/16 0:00:00,"H2109-0044",44,,,0
5656,362,1,1,1,2009/09/30 0:00:00,58,0,0,\2250,113,0,0,\0,0,"装飾品","H",21,9,30,0,"13306","10101",1,2009/11/16 0:00:00,"H2109-0048",48,,,0
5657,363,1,1,1,2009/09/30 0:00:00,53,0,0,\7003,113,0,0,\0,0,"お菓子","H",21,9,30,0,"13301","10101",1,2009/11/16 0:00:00,"H2109-0049",49,,,0
5658,364,1,1,1,2009/09/30 0:00:00,47,0,0,\18900,113,0,0,\0,0,"ﾓﾊﾞｲﾙ","H",21,9,30,0,"13213","10101",1,2009/11/16 0:00:00,"H2109-0050",50,,,0
5659,365,1,1,1,2009/09/30 0:00:00,53,0,0,\26750,113,0,0,\0,0,"肉","H",21,9,30,0,"13301","10101",1,2009/11/16 0:00:00,"H2109-0051",51,,,0
5660,366,1,1,1,2009/09/30 0:00:00,53,0,0,\1380,113,0,0,\0,0,"ﾗﾑﾈ","H",21,9,30,0,"13301","10101",1,2009/11/16 0:00:00,"H2109-0052",52,,,0
5661,367,1,1,1,2009/09/30 0:00:00,60,0,0,\8600,113,0,0,\0,0,"ｶﾞｽ料金","H",21,9,30,0,"13308","10101",1,2009/11/16 0:00:00,"H2109-0053",53,,,0
5662,368,1,1,1,2009/09/30 0:00:00,37,0,0,\5000,113,0,0,\0,0,"親学","H",21,9,30,0,"13203","10101",1,2009/11/16 0:00:00,"H2109-0054",54,,,0
5663,369,1,1,1,2009/10/02 0:00:00,58,0,0,\945,113,0,0,\0,0,"ﾊﾞﾝﾀﾞﾅ","H",21,10,2,0,"13306","10101",1,2009/11/16 0:00:00,"H2110-0001",1,,,0
5664,370,1,1,1,2009/10/02 0:00:00,53,0,0,\1771,113,0,0,\0,0,"お茶","H",21,10,2,0,"13301","10101",1,2009/11/16 0:00:00,"H2110-0002",2,,,0
5665,371,1,1,1,2009/10/02 0:00:00,58,0,0,\1695,113,0,0,\0,0,"ﾊﾟﾗｿﾙ","H",21,10,2,0,"13306","10101",1,2009/11/16 0:00:00,"H2110-0003",3,,,0
5666,372,1,1,1,2009/10/02 0:00:00,43,0,0,\15960,113,0,0,\0,0,"ﾗｼﾞｴｰﾀｰ交換","H",21,10,2,0,"13209","10101",1,2009/11/16 0:00:00,"H2110-0004",4,,,0
5667,373,1,1,1,2009/10/03 0:00:00,53,0,0,\710,113,0,0,\0,0,"お菓子","H",21,10,3,0,"13301","10101",1,2009/11/16 0:00:00,"H2110-0005",5,,,0
5668,374,1,1,1,2009/10/04 0:00:00,45,0,0,\11454,113,0,0,\0,0,"お弁当","H",21,10,4,0,"13211","10101",1,2009/11/16 0:00:00,"H2110-0006",6,,,0
5669,381,1,1,1,2009/10/05 0:00:00,48,0,0,\735,113,0,0,\0,0,"振込手数料","H",21,10,5,0,"13214","10101",1,2009/11/16 0:00:00,"H2110-0013",13,,,0
5670,382,1,1,1,2009/10/05 0:00:00,47,0,0,\13000,113,0,0,\0,0,"ｺﾞﾐ処理代","H",21,10,5,0,"13213","10101",1,2009/11/16 0:00:00,"H2110-0014",14,,,0
5671,383,1,1,1,2009/10/05 0:00:00,53,0,0,\36000,113,0,0,\0,0,"ﾐﾙｸ","H",21,10,5,0,"13301","10101",1,2009/11/16 0:00:00,"H2110-0015",15,,,0
5672,385,1,1,1,2009/10/08 0:00:00,53,0,0,\2380,113,0,0,\0,0,"ﾐﾙｸ","H",21,10,8,0,"13301","10101",1,2009/11/16 0:00:00,"H2110-0017",17,,,0
5673,388,1,1,1,2009/10/15 0:00:00,53,0,0,\19419,113,0,0,\0,0,"ﾐﾙｸ","H",21,10,15,0,"13301","10101",1,2009/11/16 0:00:00,"H2110-0020",20,,,0
5674,390,1,1,1,2009/10/18 0:00:00,42,0,0,\9454,113,0,0,\0,0,"ｶﾞｿﾘﾝ","H",21,10,18,0,"13208","10101",1,2009/11/16 0:00:00,"H2110-0022",22,,,0
5675,393,1,1,1,2009/10/20 0:00:00,48,0,0,\630,113,0,0,\0,0,"振込手数料","H",21,10,20,0,"13214","10101",1,2009/11/16 0:00:00,"H2110-0025",25,,,0
5676,394,1,1,1,2009/10/21 0:00:00,36,0,0,\1400,113,0,0,\0,0,"職員旅費","H",21,10,21,0,"13202","10101",1,2009/11/16 0:00:00,"H2110-0026",26,,,0
5677,397,1,1,1,2009/10/23 0:00:00,58,0,0,\330,113,0,0,\0,0,"入園料","H",21,10,23,0,"13306","10101",1,2009/11/16 0:00:00,"H2110-0029",29,,,0
5678,398,1,1,1,2009/10/23 0:00:00,44,0,0,\8163,113,0,0,\0,0,"電話料金","H",21,10,23,0,"13210","10101",1,2009/11/16 0:00:00,"H2110-0030",30,,,0
5679,408,1,1,1,2009/10/27 0:00:00,58,0,0,\2288,113,0,0,\0,0,"花苗","H",21,10,27,0,"13306","10101",1,2009/11/16 0:00:00,"H2110-0040",40,,,0
5680,409,1,1,1,2009/10/27 0:00:00,54,0,0,\1992,113,0,0,\0,0,"ﾃｨｯｼｭ","H",21,10,27,0,"13302","10101",1,2009/11/16 0:00:00,"H2110-0041",41,,,0
5681,343,1,1,1,2009/09/24 0:00:00,29,0,0,\2090200,171,0,0,\0,0,"9月分　職員本俸","H",21,9,24,0,"13102","10113",1,2009/11/16 0:00:00,"H2109-0029",29,,,0
5682,344,1,1,1,2009/09/24 0:00:00,30,0,0,\257430,171,0,0,\0,0,"9月分　職員諸手当","H",21,9,24,0,"13103","10113",1,2009/11/16 0:00:00,"H2109-0030",30,,,0
5683,345,1,1,1,2009/09/24 0:00:00,31,0,0,\297740,171,0,0,\0,0,"9月分　非常勤賃金","H",21,9,24,0,"13104","10113",1,2009/11/16 0:00:00,"H2109-0031",31,,,0
5684,346,1,1,1,2009/09/24 0:00:00,171,0,0,\7059,34,0,0,\0,0,"9月分　雇用預り","H",21,9,24,0,"10113","13107",1,2009/11/16 0:00:00,"H2109-0032",32,,,0
5685,347,1,1,1,2009/09/24 0:00:00,171,0,0,\217666,34,0,0,\0,0,"9月分　社保預り","H",21,9,24,0,"10113","13107",1,2009/11/16 0:00:00,"H2109-0033",33,,,0
5686,348,1,1,1,2009/09/24 0:00:00,171,0,0,\39790,143,0,0,\0,0,"9月分　所得税預り","H",21,9,24,0,"10113","11103",1,2009/11/16 0:00:00,"H2109-0034",34,,,0
5687,349,1,1,1,2009/09/24 0:00:00,171,0,0,\144300,143,0,0,\0,0,"9月分　住民税預り","H",21,9,24,0,"10113","11103",1,2009/11/16 0:00:00,"H2109-0035",35,,,0
5688,399,1,1,1,2009/10/23 0:00:00,29,0,0,\2090200,171,0,0,\0,0,"10月分　職員本俸","H",21,10,23,0,"13102","10113",1,2009/11/16 0:00:00,"H2110-0031",31,,,0
5689,400,1,1,1,2009/10/23 0:00:00,30,0,0,\252919,171,0,0,\0,0,"10月分　職員諸手当","H",21,10,23,0,"13103","10113",1,2009/11/16 0:00:00,"H2110-0032",32,,,0
5690,401,1,1,1,2009/10/23 0:00:00,31,0,0,\303780,171,0,0,\0,0,"10月分　非常勤賃金","H",21,10,23,0,"13104","10113",1,2009/11/16 0:00:00,"H2110-0033",33,,,0
5691,402,1,1,1,2009/10/23 0:00:00,171,0,0,\7054,34,0,0,\0,0,"10月分　雇用預り","H",21,10,23,0,"10113","13107",1,2009/11/16 0:00:00,"H2110-0034",34,,,0
5692,403,1,1,1,2009/10/23 0:00:00,171,0,0,\217666,34,0,0,\0,0,"10月分　社保預り","H",21,10,23,0,"10113","13107",1,2009/11/16 0:00:00,"H2110-0035",35,,,0
5693,404,1,1,1,2009/10/23 0:00:00,171,0,0,\39500,143,0,0,\0,0,"10月分　所得税預り","H",21,10,23,0,"10113","11103",1,2009/11/16 0:00:00,"H2110-0036",36,,,0
5694,405,1,1,1,2009/10/23 0:00:00,171,0,0,\144300,143,0,0,\0,0,"10月分　住民税預り","H",21,10,23,0,"10113","11103",1,2009/11/16 0:00:00,"H2110-0037",37,,,0
5695,524,1,1,1,2009/12/30 0:00:00,60,0,0,\2100,114,0,0,\0,0,"ｶﾞｽ料金","H",21,12,30,0,"13308","10102",1,2010/01/07 0:00:00,"H2112-0071",71,,,0
5696,523,1,1,1,2009/12/28 0:00:00,50,0,0,\3045,114,0,0,\0,0,"ｿﾆｰﾌｧｲﾅﾝｽ","H",21,12,28,0,"13216","10102",1,2010/01/07 0:00:00,"H2112-0070",70,,,0
5697,522,1,1,1,2009/12/28 0:00:00,60,0,0,\40587,114,0,0,\0,0,"電気料金","H",21,12,28,0,"13308","10102",1,2010/01/07 0:00:00,"H2112-0069",69,,,0
5698,507,1,1,1,2009/12/25 0:00:00,114,0,0,\184660,6,0,0,\0,0,"12月分　高砂市運営費","H",21,12,25,0,"10102","01301",1,2010/01/07 0:00:00,"H2112-0054",54,,,0
5699,506,1,1,1,2009/12/25 0:00:00,113,0,0,\100000,114,0,0,\0,0,"小口現金引出し","H",21,12,25,0,"10101","10102",1,2010/01/07 0:00:00,"H2112-0053",53,,,0
5700,505,1,1,1,2009/12/25 0:00:00,143,0,0,\20000,114,0,0,\0,0,"互助会祝金支払い","H",21,12,25,0,"11103","10102",1,2010/01/07 0:00:00,"H2112-0052",52,,,0
5701,504,1,1,1,2009/12/25 0:00:00,171,0,0,\2655549,114,0,0,\0,0,"12月分　職員給与","H",21,12,25,0,"10113","10102",1,2010/01/07 0:00:00,"H2112-0051",51,,,0
5702,503,1,1,1,2009/12/25 0:00:00,53,0,0,\6000,114,0,0,\0,0,"購買代金","H",21,12,25,0,"13301","10102",1,2010/01/07 0:00:00,"H2112-0050",50,,,0
5703,502,1,1,1,2009/12/24 0:00:00,114,0,0,\20000,143,0,0,\0,0,"互助会祝金預り","H",21,12,24,0,"10102","11103",1,2010/01/07 0:00:00,"H2112-0049",49,,,0
5704,501,1,1,1,2009/12/24 0:00:00,38,0,0,\12337,114,0,0,\0,0,"ｷｬﾉﾝ","H",21,12,24,0,"13204","10102",1,2010/01/07 0:00:00,"H2112-0048",48,,,0
5705,500,1,1,1,2009/12/18 0:00:00,114,0,0,\58670,6,0,0,\0,0,"12月分　稲美町運営費","H",21,12,18,0,"10102","01301",1,2010/01/07 0:00:00,"H2112-0047",47,,,0
5706,478,1,1,1,2009/12/16 0:00:00,113,0,0,\105960,114,0,0,\0,0,"小口現金引出し","H",21,12,16,0,"10101","10102",1,2010/01/07 0:00:00,"H2112-0025",25,,,0
5707,475,1,1,1,2009/12/16 0:00:00,114,0,0,\2694960,6,0,0,\0,0,"12月分　加古川市運営費","H",21,12,16,0,"10102","01301",1,2010/01/07 0:00:00,"H2112-0022",22,,,0
5708,477,1,1,1,2009/12/16 0:00:00,113,0,0,\89856,114,0,0,\0,0,"小口現金引出し","H",21,12,16,0,"10101","10102",1,2010/01/07 0:00:00,"H2112-0024",24,,,0
5709,479,1,1,1,2009/12/16 0:00:00,113,0,0,\77888,114,0,0,\0,0,"小口現金引出し","H",21,12,16,0,"10101","10102",1,2010/01/07 0:00:00,"H2112-0026",26,,,0
5710,476,1,1,1,2009/12/16 0:00:00,53,0,0,\106069,114,0,0,\0,0,"給食代","H",21,12,16,0,"13301","10102",1,2010/01/07 0:00:00,"H2112-0023",23,,,0
5711,464,1,1,1,2009/12/15 0:00:00,113,0,0,\100000,114,0,0,\0,0,"小口現金引出し","H",21,12,15,0,"10101","10102",1,2010/01/07 0:00:00,"H2112-0011",11,,,0
5712,463,1,1,1,2009/12/15 0:00:00,60,0,0,\25426,114,0,0,\0,0,"水道料金","H",21,12,15,0,"13308","10102",1,2010/01/07 0:00:00,"H2112-0010",10,,,0
5713,458,1,1,1,2009/12/07 0:00:00,171,0,0,\2655381,114,0,0,\0,0,"冬期分　賞与","H",21,12,7,0,"10113","10102",1,2010/01/07 0:00:00,"H2112-0005",5,,,0
5714,457,1,1,1,2009/12/07 0:00:00,143,0,0,\183200,114,0,0,\0,0,"税金等支払い","H",21,12,7,0,"11103","10102",1,2010/01/07 0:00:00,"H2112-0004",4,,,0
5715,456,1,1,1,2009/12/07 0:00:00,44,0,0,\5787,114,0,0,\0,0,"ｿﾌﾄﾊﾞﾝｸ　ﾈｯﾄ使用料","H",21,12,7,0,"13210","10102",1,2010/01/07 0:00:00,"H2112-0003",3,,,0
5716,455,1,1,1,2009/12/03 0:00:00,50,0,0,\39900,114,0,0,\0,0,"ｼｬｰﾌﾟ　ｺﾝﾋﾟｭｰﾀｰﾘｰｽ料","H",21,12,3,0,"13216","10102",1,2010/01/07 0:00:00,"H2112-0002",2,,,0
5717,454,1,1,1,2009/12/03 0:00:00,50,0,0,\15960,114,0,0,\0,0,"ｼｬｰﾌﾟ","H",21,12,3,0,"13216","10102",1,2010/01/07 0:00:00,"H2112-0001",1,,,0
5718,435,1,1,1,2009/11/30 0:00:00,60,0,0,\2100,114,0,0,\0,0,"ｶﾞｽ料金","H",21,11,30,0,"13308","10102",1,2010/01/07 0:00:00,"H2111-0024",24,,,0
5719,439,1,1,2,2009/11/30 0:00:00,188,0,0,\1500000,174,0,0,\0,0,"積立預金取崩　振替","H",21,11,30,0,"04401","10311",1,2010/01/07 0:00:00,"H2111-0028",28,2010/01/20 0:00:00,,0
5720,433,1,1,1,2009/11/30 0:00:00,44,0,0,\11379,114,0,0,\0,0,"電話料金","H",21,11,30,0,"13210","10102",1,2010/01/07 0:00:00,"H2111-0022",22,,,0
5721,434,1,1,1,2009/11/30 0:00:00,60,0,0,\40104,114,0,0,\0,0,"電気料金","H",21,11,30,0,"13308","10102",1,2010/01/07 0:00:00,"H2111-0023",23,,,0
5722,440,1,1,2,2009/11/30 0:00:00,177,0,0,\1500000,207,0,0,\0,0,"積立預金取崩　振替","H",21,11,30,0,"11501","27301",1,2010/01/07 0:00:00,"H2111-0029",29,2010/01/20 0:00:00,,0
5723,438,1,1,1,2009/11/30 0:00:00,114,0,0,\1500000,188,0,0,\0,0,"積立預金取崩","H",21,11,30,0,"10102","04401",1,2010/01/07 0:00:00,"H2111-0027",27,2010/01/20 0:00:00,,0
5724,437,1,1,1,2009/11/30 0:00:00,53,0,0,\122324,114,0,0,\0,0,"給食代","H",21,11,30,0,"13301","10102",1,2010/01/07 0:00:00,"H2111-0026",26,,,0
5725,436,1,1,1,2009/11/30 0:00:00,34,0,0,\449795,114,0,0,\0,0,"10月分　社保支払い","H",21,11,30,0,"13107","10102",1,2010/01/07 0:00:00,"H2111-0025",25,,,0
5726,432,1,1,1,2009/11/27 0:00:00,114,0,0,\184660,6,0,0,\0,0,"11月分　高砂市運営費","H",21,11,27,0,"10102","01301",1,2010/01/07 0:00:00,"H2111-0021",21,,,0
5727,431,1,1,1,2009/11/27 0:00:00,50,0,0,\3045,114,0,0,\0,0,"ｿﾆｰﾌｧｲﾅﾝｽ","H",21,11,27,0,"13216","10102",1,2010/01/07 0:00:00,"H2111-0020",20,,,0
5728,430,1,1,1,2009/11/26 0:00:00,114,0,0,\1885500,8,0,0,\0,0,"加古川市　延長保育補助金","H",21,11,26,0,"10102","01501",1,2010/01/07 0:00:00,"H2111-0019",19,,,0
5729,422,1,1,1,2009/11/25 0:00:00,171,0,0,\2219438,114,0,0,\0,0,"11月分　職員給与","H",21,11,25,0,"10113","10102",1,2010/01/07 0:00:00,"H2111-0011",11,,,0
5730,421,1,1,1,2009/11/25 0:00:00,53,0,0,\3000,114,0,0,\0,0,"購買代金","H",21,11,25,0,"13301","10102",1,2010/01/07 0:00:00,"H2111-0010",10,,,0
5731,419,1,1,1,2009/11/20 0:00:00,114,0,0,\58670,6,0,0,\0,0,"11月分　稲美町運営費","H",21,11,20,0,"10102","01301",1,2010/01/07 0:00:00,"H2111-0008",8,,,0
5732,420,1,1,1,2009/11/20 0:00:00,143,0,0,\183800,114,0,0,\0,0,"税金等支払い","H",21,11,20,0,"11103","10102",1,2010/01/07 0:00:00,"H2111-0009",9,,,0
5733,418,1,1,1,2009/11/16 0:00:00,114,0,0,\2504700,6,0,0,\0,0,"11月分　加古川市運営費","H",21,11,16,0,"10102","01301",1,2010/01/07 0:00:00,"H2111-0007",7,,,0
5734,417,1,1,1,2009/11/06 0:00:00,44,0,0,\5787,114,0,0,\0,0,"ｿﾌﾄﾊﾞﾝｸ　ﾈｯﾄ使用料","H",21,11,6,0,"13210","10102",1,2010/01/07 0:00:00,"H2111-0006",6,,,0
5735,416,1,1,1,2009/11/05 0:00:00,34,0,0,\137361,114,0,0,\0,0,"労働保険支払い","H",21,11,5,0,"13107","10102",1,2010/01/07 0:00:00,"H2111-0005",5,,,0
5736,415,1,1,1,2009/11/04 0:00:00,50,0,0,\39900,114,0,0,\0,0,"ｼｬｰﾌﾟ　ｺﾝﾋﾟｭｰﾀｰﾘｰｽ料","H",21,11,4,0,"13216","10102",1,2010/01/07 0:00:00,"H2111-0004",4,,,0
5737,414,1,1,1,2009/11/04 0:00:00,50,0,0,\15960,114,0,0,\0,0,"ｼｬｰﾌﾟ","H",21,11,4,0,"13216","10102",1,2010/01/07 0:00:00,"H2111-0003",3,,,0
5738,413,1,1,1,2009/11/02 0:00:00,34,0,0,\449795,114,0,0,\0,0,"9月分　社保支払い","H",21,11,2,0,"13107","10102",1,2010/01/07 0:00:00,"H2111-0002",2,,,0
5739,412,1,1,1,2009/11/02 0:00:00,44,0,0,\11327,114,0,0,\0,0,"電話料金","H",21,11,2,0,"13210","10102",1,2010/01/07 0:00:00,"H2111-0001",1,,,0
5740,441,1,1,1,2009/11/30 0:00:00,114,0,0,\991,12,0,0,\0,0,"定期利息","H",21,11,30,0,"10102","01901",1,2010/01/07 0:00:00,"H2111-0030",30,2010/01/20 0:00:00,,0
5741,442,1,1,1,2009/11/30 0:00:00,114,0,0,\1500000,202,0,0,\0,0,"積立預金取崩","H",21,11,30,0,"10102","04404",1,2010/01/07 0:00:00,"H2111-0031",31,2010/01/20 0:00:00,,0
5742,443,1,1,2,2009/11/30 0:00:00,202,0,0,\1500000,138,0,0,\0,0,"積立預金取崩　振替","H",21,11,30,0,"04404","10314",1,2010/01/07 0:00:00,"H2111-0032",32,2010/01/20 0:00:00,,0
5743,444,1,1,2,2009/11/30 0:00:00,198,0,0,\1500000,210,0,0,\0,0,"積立預金取崩　振替","H",21,11,30,0,"11504","27304",1,2010/01/07 0:00:00,"H2111-0033",33,2010/01/20 0:00:00,,0
5744,445,1,1,1,2009/11/30 0:00:00,114,0,0,\1236,12,0,0,\0,0,"定期利息","H",21,11,30,0,"10102","01901",1,2010/01/07 0:00:00,"H2111-0034",34,2010/01/20 0:00:00,,0
5745,446,1,1,1,2009/11/30 0:00:00,113,0,0,\100000,114,0,0,\0,0,"小口現金引出し","H",21,11,30,0,"10101","10102",1,2010/01/07 0:00:00,"H2111-0035",35,,,0
5746,423,1,1,1,2009/11/25 0:00:00,29,0,0,\2090200,171,0,0,\0,0,"11月分　職員本俸","H",21,11,25,0,"13102","10113",1,2010/01/07 0:00:00,"H2111-0012",12,,,0
5747,424,1,1,1,2009/11/25 0:00:00,30,0,0,\229403,171,0,0,\0,0,"11月分　職員諸手当","H",21,11,25,0,"13103","10113",1,2010/01/07 0:00:00,"H2111-0013",13,,,0
5748,425,1,1,1,2009/11/25 0:00:00,31,0,0,\307700,171,0,0,\0,0,"11月分　非常勤賃金","H",21,11,25,0,"13104","10113",1,2010/01/07 0:00:00,"H2111-0014",14,,,0
5749,426,1,1,1,2009/11/25 0:00:00,171,0,0,\6999,34,0,0,\0,0,"11月分　雇用預り","H",21,11,25,0,"10113","13107",1,2010/01/07 0:00:00,"H2111-0015",15,,,0
5750,427,1,1,1,2009/11/25 0:00:00,171,0,0,\217666,34,0,0,\0,0,"11月分　社保預り","H",21,11,25,0,"10113","13107",1,2010/01/07 0:00:00,"H2111-0016",16,,,0
5751,428,1,1,1,2009/11/25 0:00:00,171,0,0,\38900,143,0,0,\0,0,"11月分　所得税預り","H",21,11,25,0,"10113","11103",1,2010/01/07 0:00:00,"H2111-0017",17,,,0
5752,429,1,1,1,2009/11/25 0:00:00,171,0,0,\144300,143,0,0,\0,0,"11月分　住民税預り","H",21,11,25,0,"10113","11103",1,2010/01/07 0:00:00,"H2111-0018",18,,,0
5753,459,1,1,1,2009/12/07 0:00:00,30,0,0,\3137000,171,0,0,\0,0,"冬期分　賞与","H",21,12,7,0,"13103","10113",1,2010/01/07 0:00:00,"H2112-0006",6,,,0
5754,460,1,1,1,2009/12/07 0:00:00,171,0,0,\12544,34,0,0,\0,0,"冬期分　雇用預り","H",21,12,7,0,"10113","13107",1,2010/01/07 0:00:00,"H2112-0007",7,,,0
5755,461,1,1,1,2009/12/07 0:00:00,171,0,0,\383067,34,0,0,\0,0,"冬期分　社保預り","H",21,12,7,0,"10113","13107",1,2010/01/07 0:00:00,"H2112-0008",8,,,0
5756,462,1,1,1,2009/12/07 0:00:00,171,0,0,\86008,143,0,0,\0,0,"冬期分　所得税預り","H",21,12,7,0,"10113","11103",1,2010/01/07 0:00:00,"H2112-0009",9,,,0
5757,465,1,1,1,2009/12/15 0:00:00,44,0,0,\8268,113,0,0,\0,0,"電話料金","H",21,12,15,0,"13210","10101",1,2010/01/07 0:00:00,"H2112-0012",12,,,0
5758,466,1,1,1,2009/12/15 0:00:00,61,0,0,\8160,113,0,0,\0,0,"灯油代","H",21,12,15,0,"13309","10101",1,2010/01/07 0:00:00,"H2112-0013",13,,,0
5759,467,1,1,1,2009/12/15 0:00:00,38,0,0,\1950,113,0,0,\0,0,"ﾎﾟﾘﾊﾞｹﾂ","H",21,12,15,0,"13204","10101",1,2010/01/07 0:00:00,"H2112-0014",14,,,0
5760,468,1,1,1,2009/12/15 0:00:00,53,0,0,\21620,113,0,0,\0,0,"肉代","H",21,12,15,0,"13301","10101",1,2010/01/07 0:00:00,"H2112-0015",15,,,0
5761,469,1,1,1,2009/12/15 0:00:00,53,0,0,\1280,113,0,0,\0,0,"お菓子","H",21,12,15,0,"13301","10101",1,2010/01/07 0:00:00,"H2112-0016",16,,,0
5762,470,1,1,1,2009/12/15 0:00:00,48,0,0,\420,113,0,0,\0,0,"振込手数料","H",21,12,15,0,"13214","10101",1,2010/01/07 0:00:00,"H2112-0017",17,,,0
5763,471,1,1,1,2009/12/15 0:00:00,54,0,0,\15120,113,0,0,\0,0,"検便代","H",21,12,15,0,"13302","10101",1,2010/01/07 0:00:00,"H2112-0018",18,,,0
5764,472,1,1,1,2009/12/15 0:00:00,47,0,0,\12600,113,0,0,\0,0,"共立ｻｰﾋﾞｽ ｲﾝﾀｰﾈｯﾄ","H",21,12,15,0,"13213","10101",1,2010/01/07 0:00:00,"H2112-0019",19,,,0
5765,473,1,1,1,2009/12/15 0:00:00,60,0,0,\8390,113,0,0,\0,0,"ｶﾞｽ料金","H",21,12,15,0,"13308","10101",1,2010/01/07 0:00:00,"H2112-0020",20,,,0
5766,474,1,1,1,2009/12/15 0:00:00,53,0,0,\12030,113,0,0,\0,0,"肉代","H",21,12,15,0,"13301","10101",1,2010/01/07 0:00:00,"H2112-0021",21,,,0
5767,480,1,1,1,2009/12/16 0:00:00,43,0,0,\105960,113,0,0,\0,0,"雨とい工事","H",21,12,16,0,"13209","10101",1,2010/01/07 0:00:00,"H2112-0027",27,2010/03/29 0:00:00,,0
5768,481,1,1,1,2009/12/16 0:00:00,62,0,0,\3412,113,0,0,\0,0,"台所用洗剤","H",21,12,16,0,"13310","10101",1,2010/01/07 0:00:00,"H2112-0028",28,,,0
5769,482,1,1,1,2009/12/16 0:00:00,58,0,0,\6900,113,0,0,\0,0,"絵の具","H",21,12,16,0,"13306","10101",1,2010/01/07 0:00:00,"H2112-0029",29,,,0
5770,483,1,1,1,2009/12/16 0:00:00,37,0,0,\26000,113,0,0,\0,0,"園長研修費","H",21,12,16,0,"13203","10101",1,2010/01/07 0:00:00,"H2112-0030",30,,,0
5771,484,1,1,1,2009/12/16 0:00:00,47,0,0,\13000,113,0,0,\0,0,"ｺﾞﾐ処理代","H",21,12,16,0,"13213","10101",1,2010/01/07 0:00:00,"H2112-0031",31,,,0
5772,485,1,1,1,2009/12/16 0:00:00,53,0,0,\15062,113,0,0,\0,0,"ﾐﾙｸ代","H",21,12,16,0,"13301","10101",1,2010/01/07 0:00:00,"H2112-0032",32,,,0
5773,486,1,1,1,2009/12/16 0:00:00,53,0,0,\16000,113,0,0,\0,0,"肉代","H",21,12,16,0,"13301","10101",1,2010/01/07 0:00:00,"H2112-0033",33,,,0
5774,487,1,1,1,2009/12/16 0:00:00,53,0,0,\1500,113,0,0,\0,0,"お菓子","H",21,12,16,0,"13301","10101",1,2010/01/07 0:00:00,"H2112-0034",34,,,0
5775,488,1,1,1,2009/12/16 0:00:00,58,0,0,\3700,113,0,0,\0,0,"入館料","H",21,12,16,0,"13306","10101",1,2010/01/07 0:00:00,"H2112-0035",35,,,0
5776,489,1,1,1,2009/12/16 0:00:00,53,0,0,\4282,113,0,0,\0,0,"お菓子","H",21,12,16,0,"13301","10101",1,2010/01/07 0:00:00,"H2112-0036",36,,,0
5777,490,1,1,1,2009/12/16 0:00:00,54,0,0,\2187,113,0,0,\0,0,"ﾄｲﾚｯﾄﾍﾟｰﾊﾟｰ","H",21,12,16,0,"13302","10101",1,2010/01/07 0:00:00,"H2112-0037",37,,,0
5778,491,1,1,1,2009/12/16 0:00:00,38,0,0,\1116,113,0,0,\0,0,"ﾉｰﾄ","H",21,12,16,0,"13204","10101",1,2010/01/07 0:00:00,"H2112-0038",38,2010/05/14 0:00:00,,0
5779,492,1,1,1,2009/12/16 0:00:00,47,0,0,\1094,113,0,0,\0,0,"ﾄｲﾚｯﾄﾍﾟｰﾊﾟｰ","H",21,12,16,0,"13213","10101",1,2010/01/07 0:00:00,"H2112-0039",39,,,0
5780,493,1,1,1,2009/12/16 0:00:00,38,0,0,\33663,113,0,0,\0,0,"ｺﾋﾟｰｲﾝｸ他","H",21,12,16,0,"13204","10101",1,2010/01/07 0:00:00,"H2112-0040",40,,,0
5781,494,1,1,1,2009/12/16 0:00:00,58,0,0,\11510,113,0,0,\0,0,"本代","H",21,12,16,0,"13306","10101",1,2010/01/07 0:00:00,"H2112-0041",41,,,0
5782,495,1,1,1,2009/12/16 0:00:00,58,0,0,\2362,113,0,0,\0,0,"ﾄｲﾚｽﾉｺ","H",21,12,16,0,"13306","10101",1,2010/01/07 0:00:00,"H2112-0042",42,,,0
5783,496,1,1,1,2009/12/16 0:00:00,54,0,0,\992,113,0,0,\0,0,"薬","H",21,12,16,0,"13302","10101",1,2010/01/07 0:00:00,"H2112-0043",43,,,0
5784,497,1,1,1,2009/12/16 0:00:00,54,0,0,\3394,113,0,0,\0,0,"おしりふき","H",21,12,16,0,"13302","10101",1,2010/01/07 0:00:00,"H2112-0044",44,,,0
5785,498,1,1,1,2009/12/16 0:00:00,61,0,0,\8130,113,0,0,\0,0,"灯油代","H",21,12,16,0,"13309","10101",1,2010/01/07 0:00:00,"H2112-0045",45,,,0
