"ID","明細ID","会計単位","経理区分","取引区分","起票日","借方科目ID","借方補助ID","借方補助整理","借方金額","貸方科目ID","貸方補助ID","貸方補助整理","貸方金額","摘要ID","コメント","元号","年","月","日","伝票確認","借方科目コード","貸方科目コード","決算終了","登録日","伝票番号","伝票連番","更新日","補助科目登録","印刷チェック"
39498,3077,1,1,1,2012/07/03 0:00:00,44,0,0,\80,113,0,0,\0,0,"ｾﾌﾞﾝｲﾚﾌﾞﾝ　ﾒｰﾙ便","H",24,7,3,0,"13210","10101",0,2012/08/22 0:00:00,"H2407-0014",14,2012/08/23 0:00:00,,0
39499,3078,1,1,1,2012/07/04 0:00:00,62,0,0,\1280,113,0,0,\0,0,"ｺｰﾅﾝ　ﾊﾁｼﾞｪｯﾄ","H",24,7,4,0,"13310","10101",0,2012/08/22 0:00:00,"H2407-0015",15,2012/08/23 0:00:00,,0
39500,3079,1,1,1,2012/07/04 0:00:00,35,0,0,\6930,113,0,0,\0,0,"4月分　検査ｾﾝﾀｰ","H",24,7,4,0,"13201","10101",0,2012/08/22 0:00:00,"H2407-0016",16,2012/08/23 0:00:00,,0
39501,3080,1,1,1,2012/07/04 0:00:00,35,0,0,\6300,113,0,0,\0,0,"6月分　検査ｾﾝﾀｰ","H",24,7,4,0,"13201","10101",0,2012/08/22 0:00:00,"H2407-0017",17,2012/08/23 0:00:00,,0
39502,3085,1,1,1,2012/07/05 0:00:00,54,0,0,\6142,113,0,0,\0,0,"鴻池ﾒﾃﾞｨｶﾙ　歯鏡代","H",24,7,5,0,"13302","10101",0,2012/08/22 0:00:00,"H2407-0022",22,2012/08/23 0:00:00,,0
39503,3086,1,1,1,2012/07/05 0:00:00,48,0,0,\525,113,0,0,\0,0,"振込手数料","H",24,7,5,0,"13214","10101",0,2012/08/22 0:00:00,"H2407-0023",23,2012/08/23 0:00:00,,0
39504,3087,1,1,1,2012/07/05 0:00:00,48,0,0,\1050,113,0,0,\0,0,"返却手数料","H",24,7,5,0,"13214","10101",0,2012/08/22 0:00:00,"H2407-0024",24,2012/08/23 0:00:00,,0
39505,3088,1,1,1,2012/07/06 0:00:00,58,0,0,\3585,113,0,0,\0,0,"緑ヶ丘保　七夕ｱﾜｰ諸経費","H",24,7,6,0,"13306","10101",0,2012/08/22 0:00:00,"H2407-0025",25,2012/08/23 0:00:00,,0
39506,3089,1,1,1,2012/07/07 0:00:00,52,0,0,\2500,113,0,0,\0,0,"県保育教会　保育ﾌｪｽﾃｨﾊﾞﾙﾌﾞｰｽ料","H",24,7,7,0,"13225","10101",0,2012/08/22 0:00:00,"H2407-0026",26,2012/08/23 0:00:00,,0
39507,3097,1,1,1,2012/07/13 0:00:00,69,0,0,\410,113,0,0,\0,0,"郵便局　子育てさろん切手代","H",24,7,13,0,"13325","10101",0,2012/08/22 0:00:00,"H2407-0034",34,2012/08/23 0:00:00,,0
39508,3098,1,1,1,2012/07/13 0:00:00,62,0,0,\598,113,0,0,\0,0,"ｲｵﾝ　手袋","H",24,7,13,0,"13310","10101",0,2012/08/22 0:00:00,"H2407-0035",35,2012/08/23 0:00:00,,0
39509,3099,1,1,1,2012/07/13 0:00:00,62,0,0,\980,113,0,0,\0,0,"ｷﾘﾝ堂　手袋","H",24,7,13,0,"13310","10101",0,2012/08/22 0:00:00,"H2407-0036",36,2012/08/23 0:00:00,,0
39510,3108,1,1,1,2012/07/14 0:00:00,62,0,0,\298,113,0,0,\0,0,"ﾅﾝﾊﾞ　ﾎﾟﾘ袋","H",24,7,14,0,"13310","10101",0,2012/08/22 0:00:00,"H2407-0045",45,2012/08/23 0:00:00,,0
39511,3109,1,1,1,2012/07/14 0:00:00,62,0,0,\792,113,0,0,\0,0,"ﾅﾝﾊﾞ　ｷｬｽﾀｰﾈｼﾞ","H",24,7,14,0,"13310","10101",0,2012/08/22 0:00:00,"H2407-0046",46,2012/08/23 0:00:00,,0
39512,3110,1,1,1,2012/07/14 0:00:00,62,0,0,\3482,113,0,0,\0,0,"ｼﾞｭﾝﾃﾝﾄﾞｰ　ｷｯﾁﾝﾊｲﾀｰ他","H",24,7,14,0,"13310","10101",0,2012/08/22 0:00:00,"H2407-0047",47,2012/08/23 0:00:00,,0
39513,3114,1,1,1,2012/07/19 0:00:00,54,0,0,\578,113,0,0,\0,0,"ﾗｲﾌｫｰﾄ　ﾋﾟｭｰﾗｯｸｽ","H",24,7,19,0,"13302","10101",0,2012/08/22 0:00:00,"H2407-0051",51,2012/08/23 0:00:00,,0
39514,3115,1,1,1,2012/07/19 0:00:00,51,,0,\1400,113,0,0,\0,0,"みなと会　収入印紙","H",24,7,19,0,"13217","10101",0,2012/08/22 0:00:00,"H2407-0052",52,2012/08/23 0:00:00,,0
39515,3116,1,1,1,2012/07/19 0:00:00,51,,0,\700,113,0,0,\0,0,"みなと会　収入印紙","H",24,7,19,0,"13217","10101",0,2012/08/22 0:00:00,"H2407-0053",53,2012/08/23 0:00:00,,0
39516,3117,1,1,1,2012/07/19 0:00:00,44,0,0,\80,113,0,0,\0,0,"ｾﾌﾞﾝｲﾚﾌﾞﾝ　ﾒｰﾙ便","H",24,7,19,0,"13210","10101",0,2012/08/22 0:00:00,"H2407-0054",54,2012/08/23 0:00:00,,0
39517,3118,1,1,1,2012/07/20 0:00:00,45,0,0,\2272,113,0,0,\0,0,"MV　菓子","H",24,7,20,0,"13211","10101",0,2012/08/22 0:00:00,"H2407-0055",55,2012/08/23 0:00:00,,0
39518,3119,1,1,1,2012/07/20 0:00:00,58,0,0,\1596,113,0,0,\0,0,"ｺｰﾅﾝ　金魚ｴｱｰﾎﾟﾝﾌﾟ","H",24,7,20,0,"13306","10101",0,2012/08/22 0:00:00,"H2407-0056",56,2012/08/23 0:00:00,,0
39519,3120,1,1,1,2012/07/21 0:00:00,52,0,0,\5928,113,0,0,\0,0,"MV　夏祭り諸経費","H",24,7,21,0,"13225","10101",0,2012/08/22 0:00:00,"H2407-0057",57,2012/08/23 0:00:00,,0
39520,3121,1,1,1,2012/07/21 0:00:00,69,0,0,\8800,113,0,0,\0,0,"保護者会　夏祭り諸経費","H",24,7,21,0,"13325","10101",0,2012/08/22 0:00:00,"H2407-0058",58,2012/08/23 0:00:00,,0
39521,3122,1,1,1,2012/07/21 0:00:00,58,0,0,\7500,113,0,0,\0,0,"保護者会　夏祭り諸経費","H",24,7,21,0,"13306","10101",0,2012/08/22 0:00:00,"H2407-0059",59,2012/08/23 0:00:00,,0
39522,3123,1,1,1,2012/07/22 0:00:00,58,0,0,\198,113,0,0,\0,0,"ｲｵﾝ　金魚の餌　","H",24,7,22,0,"13306","10101",0,2012/08/22 0:00:00,"H2407-0060",60,2012/08/23 0:00:00,,0
39523,3131,1,1,1,2012/07/23 0:00:00,58,0,0,\8000,113,0,0,\0,0,"ｸﾞﾙｯﾍﾟ音楽教室","H",24,7,23,0,"13306","10101",0,2012/08/22 0:00:00,"H2407-0068",68,2012/08/23 0:00:00,,0
39524,3132,1,1,1,2012/07/23 0:00:00,45,0,0,\792,113,0,0,\0,0,"MV　ｺｰﾋｰｼﾛｯﾌﾟ他","H",24,7,23,0,"13211","10101",0,2012/08/22 0:00:00,"H2407-0069",69,2012/08/23 0:00:00,,0
39525,3133,1,1,1,2012/07/23 0:00:00,62,0,0,\2000,113,0,0,\0,0,"MV　ｺﾞﾐ袋","H",24,7,23,0,"13310","10101",0,2012/08/22 0:00:00,"H2407-0070",70,2012/08/23 0:00:00,,0
39526,3134,1,1,1,2012/07/23 0:00:00,48,0,0,\330,113,0,0,\0,0,"振込手数料","H",24,7,23,0,"13214","10101",0,2012/08/22 0:00:00,"H2407-0071",71,2012/08/23 0:00:00,,0
39527,3135,1,1,1,2012/07/23 0:00:00,48,0,0,\735,113,0,0,\0,0,"振込手数料","H",24,7,23,0,"13214","10101",0,2012/08/22 0:00:00,"H2407-0072",72,2012/08/23 0:00:00,,0
39528,3136,1,1,1,2012/07/23 0:00:00,48,0,0,\525,113,0,0,\0,0,"振込手数料","H",24,7,23,0,"13214","10101",0,2012/08/22 0:00:00,"H2407-0073",73,2012/08/23 0:00:00,,0
39529,3137,1,1,1,2012/07/24 0:00:00,58,0,0,\3150,113,0,0,\0,0,"日本総合園芸　花代","H",24,7,24,0,"13306","10101",0,2012/08/22 0:00:00,"H2407-0074",74,2012/08/23 0:00:00,,0
39530,3138,1,1,1,2012/07/24 0:00:00,62,0,0,\199,113,0,0,\0,0,"ｷﾘﾝ堂　洗剤","H",24,7,24,0,"13310","10101",0,2012/08/22 0:00:00,"H2407-0075",75,2012/08/23 0:00:00,,0
39531,3148,1,1,1,2012/07/26 0:00:00,58,0,0,\1365,113,0,0,\0,0,"ひかりのくに　運動会の本","H",24,7,26,0,"13306","10101",0,2012/08/22 0:00:00,"H2407-0085",85,2012/08/23 0:00:00,,0
39532,3150,1,1,1,2012/07/27 0:00:00,58,0,0,\420,113,0,0,\0,0,"ﾀﾞｲｿｰ　紙粘土","H",24,7,27,0,"13306","10101",0,2012/08/22 0:00:00,"H2407-0087",87,2012/08/23 0:00:00,,0
39533,3163,1,1,1,2012/07/31 0:00:00,58,0,0,\1680,113,0,0,\0,0,"ｼﾞｭﾝｸ堂　本","H",24,7,31,0,"13306","10101",0,2012/08/22 0:00:00,"H2407-0100",100,2012/08/23 0:00:00,,0
39534,3164,1,1,1,2012/07/31 0:00:00,48,0,0,\630,113,0,0,\0,0,"小切手帳代","H",24,7,31,0,"13214","10101",0,2012/08/22 0:00:00,"H2407-0101",101,2012/08/23 0:00:00,,0
39535,3165,1,1,1,2012/07/31 0:00:00,36,0,0,\4052,113,0,0,\0,0,"7月分　職員旅費","H",24,7,31,0,"13202","10101",0,2012/08/22 0:00:00,"H2407-0102",102,2012/08/23 0:00:00,,0
39536,3166,1,1,1,2012/07/31 0:00:00,36,0,0,\6100,113,0,0,\0,0,"7月分　職員旅費","H",24,7,31,0,"13202","10101",0,2012/08/22 0:00:00,"H2407-0103",103,2012/09/12 0:00:00,,0
39537,3100,1,1,1,2012/07/13 0:00:00,29,0,0,\1700464,171,0,0,\0,0,"7月分　職員俸給","H",24,7,13,0,"13102","10113",0,2012/08/22 0:00:00,"H2407-0037",37,2012/08/23 0:00:00,,0
39538,3101,1,1,1,2012/07/13 0:00:00,30,0,0,\128631,171,0,0,\0,0,"7月分　職員諸手当","H",24,7,13,0,"13103","10113",0,2012/08/22 0:00:00,"H2407-0038",38,2012/08/23 0:00:00,,0
39539,3102,1,1,1,2012/07/13 0:00:00,171,0,0,\9141,34,0,0,\0,0,"7月分　雇用預り","H",24,7,13,0,"10113","13107",0,2012/08/22 0:00:00,"H2407-0039",39,2012/08/23 0:00:00,,0
39540,3103,1,1,1,2012/07/13 0:00:00,171,0,0,\253460,143,0,0,\0,0,"7月分　社保預り","H",24,7,13,0,"10113","11103",0,2012/08/22 0:00:00,"H2407-0040",40,2012/08/23 0:00:00,,0
39541,3104,1,1,1,2012/07/13 0:00:00,171,0,0,\28780,143,0,0,\0,0,"7月分　所得税預り","H",24,7,13,0,"10113","11103",0,2012/08/23 0:00:00,"H2407-0041",41,2012/08/23 0:00:00,,0
39542,3105,1,1,1,2012/07/13 0:00:00,171,0,0,\73300,143,0,0,\0,0,"7月分　住民税預り","H",24,7,13,0,"10113","11103",0,2012/08/23 0:00:00,"H2407-0042",42,2012/08/23 0:00:00,,0
39543,3106,1,1,1,2012/07/13 0:00:00,171,0,0,\53010,143,0,0,\0,0,"7月分　退職共済預り","H",24,7,13,0,"10113","11103",0,2012/08/23 0:00:00,"H2407-0043",43,2012/08/23 0:00:00,,0
39544,3107,1,1,1,2012/07/13 0:00:00,171,0,0,\43500,10,0,0,\0,0,"7月分　職員給食費","H",24,7,13,0,"10113","01701",0,2012/08/23 0:00:00,"H2407-0044",44,2012/08/23 0:00:00,,0
39545,3171,1,1,1,2012/08/03 0:00:00,50,0,0,\32550,114,0,0,\0,0,"8月分　ｼｬｰﾌﾟ　ｺﾝﾋﾟｭｰﾀｰﾘｰｽ料","H",24,8,3,0,"13216","10102",0,2012/09/12 0:00:00,"H2408-0005",5,2012/09/12 0:00:00,,0
39546,3172,1,1,1,2012/08/06 0:00:00,38,0,0,\9825,114,0,0,\0,0,"7月分　第一電子","H",24,8,6,0,"13204","10102",0,2012/09/12 0:00:00,"H2408-0006",6,2012/09/12 0:00:00,,0
39547,3173,1,1,1,2012/08/06 0:00:00,114,0,0,\6800,7,0,0,\0,0,"8月分　一時保育料","H",24,8,6,0,"10102","01401",0,2012/09/12 0:00:00,"H2408-0007",7,2012/09/12 0:00:00,,0
39548,3174,1,1,1,2012/08/06 0:00:00,163,0,0,\300000,114,0,0,\0,0,"当座預金補充","H",24,8,6,0,"10112","10102",0,2012/09/12 0:00:00,"H2408-0008",8,2012/09/12 0:00:00,,0
39549,3178,1,1,1,2012/08/07 0:00:00,50,0,0,\21000,114,0,0,\0,0,"8月分　ﾋﾀﾁｷｬﾋﾟﾀﾙ","H",24,8,7,0,"13216","10102",0,2012/09/12 0:00:00,"H2408-0012",12,2012/09/12 0:00:00,,0
39550,3185,1,1,1,2012/08/10 0:00:00,52,0,0,\3007,114,0,0,\0,0,"8月分　松本新聞舗","H",24,8,10,0,"13225","10102",0,2012/09/12 0:00:00,"H2408-0019",19,2012/09/12 0:00:00,,0
39551,3192,1,1,1,2012/08/13 0:00:00,60,0,0,\62835,114,0,0,\0,0,"8月分　電気料金　","H",24,8,13,0,"13308","10102",0,2012/09/12 0:00:00,"H2408-0026",26,2012/09/12 0:00:00,,0
39552,3193,1,1,1,2012/08/13 0:00:00,60,0,0,\229,114,0,0,\0,0,"8月分　電気料金　","H",24,8,13,0,"13308","10102",0,2012/09/12 0:00:00,"H2408-0027",27,2012/09/12 0:00:00,,0
39553,3197,1,1,1,2012/08/16 0:00:00,114,0,0,\2455820,6,0,0,\0,0,"8月分　加東市運営費","H",24,8,16,0,"10102","01301",0,2012/09/12 0:00:00,"H2408-0031",31,2012/09/12 0:00:00,,0
39554,3198,1,1,1,2012/08/16 0:00:00,60,0,0,\12021,114,0,0,\0,0,"7月分　ｶﾞｽ料金","H",24,8,16,0,"13308","10102",0,2012/09/12 0:00:00,"H2408-0032",32,2012/09/12 0:00:00,,0
39555,3199,1,1,1,2012/08/16 0:00:00,163,0,0,\100000,114,0,0,\0,0,"当座預金補充","H",24,8,16,0,"10112","10102",0,2012/09/12 0:00:00,"H2408-0033",33,2012/09/12 0:00:00,,0
39556,3200,1,1,1,2012/08/16 0:00:00,171,0,0,\1501396,114,0,0,\0,0,"8月分　職員給与","H",24,8,16,0,"10113","10102",0,2012/09/12 0:00:00,"H2408-0034",34,2012/09/12 0:00:00,,0
39557,3215,1,1,1,2012/08/22 0:00:00,163,0,0,\200000,114,0,0,\0,0,"当座預金補充","H",24,8,22,0,"10112","10102",0,2012/09/12 0:00:00,"H2408-0049",49,2012/09/12 0:00:00,,0
39558,3222,1,1,1,2012/08/23 0:00:00,114,0,0,\16300,7,0,0,\0,0,"8月分　一時保育料","H",24,8,23,0,"10102","01401",0,2012/09/12 0:00:00,"H2408-0056",56,2012/09/12 0:00:00,,0
39559,3227,1,1,1,2012/08/24 0:00:00,114,0,0,\53740,6,0,0,\0,0,"8月分　三木市運営費","H",24,8,24,0,"10102","01301",0,2012/09/12 0:00:00,"H2408-0061",61,2012/09/12 0:00:00,,0
39560,3233,1,1,1,2012/08/27 0:00:00,44,0,0,\5428,114,0,0,\0,0,"8月分　ﾔﾌｰ使用料","H",24,8,27,0,"13210","10102",0,2012/09/12 0:00:00,"H2408-0067",67,2012/09/12 0:00:00,,0
39561,3234,1,1,1,2012/08/27 0:00:00,50,0,0,\14490,114,0,0,\0,0,"8月分　ＮＴＴﾌｧｲﾅﾝｽ","H",24,8,27,0,"13216","10102",0,2012/09/12 0:00:00,"H2408-0068",68,2012/09/12 0:00:00,,0
39562,3242,1,1,1,2012/08/31 0:00:00,114,0,0,\616030,6,0,0,\0,0,"8月分　三田市運営費","H",24,8,31,0,"10102","01301",0,2012/09/12 0:00:00,"H2408-0076",76,2012/09/12 0:00:00,,0
39563,3243,1,1,1,2012/08/31 0:00:00,44,0,0,\2418,114,0,0,\0,0,"8月分　電話料金","H",24,8,31,0,"13210","10102",0,2012/09/12 0:00:00,"H2408-0077",77,2012/09/12 0:00:00,,0
39564,3244,1,1,1,2012/08/31 0:00:00,44,0,0,\2523,114,0,0,\0,0,"8月分　電話料金","H",24,8,31,0,"13210","10102",0,2012/09/12 0:00:00,"H2408-0078",78,2012/09/12 0:00:00,,0
39565,3245,1,1,1,2012/08/31 0:00:00,44,0,0,\8301,114,0,0,\0,0,"8月分　電話料金","H",24,8,31,0,"13210","10102",0,2012/09/12 0:00:00,"H2408-0079",79,2012/09/12 0:00:00,,0
39566,3246,1,1,1,2012/08/31 0:00:00,34,0,0,\256269,114,0,0,\0,0,"7月分　社保法人分","H",24,8,31,0,"13107","10102",0,2012/09/12 0:00:00,"H2408-0080",80,2012/09/12 0:00:00,,0
39567,3247,1,1,1,2012/08/31 0:00:00,143,0,0,\253460,114,0,0,\0,0,"7月分　社保預り分","H",24,8,31,0,"11103","10102",0,2012/09/12 0:00:00,"H2408-0081",81,2012/09/12 0:00:00,,0
39568,3248,1,1,1,2012/08/31 0:00:00,114,0,0,\30000,7,0,0,\0,0,"8月分　一時保育料","H",24,8,31,0,"10102","01401",0,2012/09/12 0:00:00,"H2408-0082",82,2012/09/12 0:00:00,,0
39569,3249,1,1,1,2012/08/31 0:00:00,163,0,0,\200000,114,0,0,\0,0,"当座預金補充","H",24,8,31,0,"10112","10102",0,2012/09/12 0:00:00,"H2408-0083",83,2012/09/12 0:00:00,,0
39570,3167,1,1,1,2012/08/01 0:00:00,113,0,0,\70000,163,0,0,\0,0,"小口現金引出し","H",24,8,1,0,"10101","10112",0,2012/09/12 0:00:00,"H2408-0001",1,2012/09/12 0:00:00,,0
39571,3175,1,1,1,2012/08/06 0:00:00,47,0,0,\52500,163,0,0,\0,0,"ﾖｼﾀﾞ楽器　ﾋﾟｱﾉ移動料","H",24,8,6,0,"13213","10112",0,2012/09/12 0:00:00,"H2408-0009",9,2012/09/12 0:00:00,,0
39572,3176,1,1,1,2012/08/06 0:00:00,53,0,0,\242921,163,0,0,\0,0,"7月分　ｴｰｺｰﾌﾟ","H",24,8,6,0,"13301","10112",0,2012/09/12 0:00:00,"H2408-0010",10,2012/09/12 0:00:00,,0
39573,3180,1,1,1,2012/08/08 0:00:00,64,0,0,\22633,163,0,0,\0,0,"緑ヶ丘保　七夕ｱﾜｰﾊﾞｽ","H",24,8,8,0,"13312","10112",0,2012/09/12 0:00:00,"H2408-0014",14,2012/09/12 0:00:00,,0
39574,3186,1,1,1,2012/08/10 0:00:00,58,0,0,\15800,163,0,0,\0,0,"写真のﾌｼﾞ　ｱﾙﾊﾞﾑ台紙","H",24,8,10,0,"13306","10112",0,2012/09/12 0:00:00,"H2408-0020",20,2012/09/12 0:00:00,,0
39575,3195,1,1,1,2012/08/15 0:00:00,54,0,0,\7600,163,0,0,\0,0,"白鷺保育社　あわあわ石鹸","H",24,8,15,0,"13302","10112",0,2012/09/12 0:00:00,"H2408-0029",29,2012/09/12 0:00:00,,0
39576,3196,1,1,1,2012/08/15 0:00:00,58,0,0,\25742,163,0,0,\0,0,"白鷺保育社　ｾﾒﾀﾞｲﾝ","H",24,8,15,0,"13306","10112",0,2012/09/12 0:00:00,"H2408-0030",30,2012/09/12 0:00:00,,0
39577,3201,1,1,1,2012/08/16 0:00:00,171,0,0,\16695,163,0,0,\0,0,"8月分　黒木賃金","H",24,8,16,0,"10113","10112",0,2012/09/12 0:00:00,"H2408-0035",35,2012/09/12 0:00:00,,0
39578,3202,1,1,1,2012/08/16 0:00:00,58,0,0,\77330,163,0,0,\0,0,"こどものとも　絵本","H",24,8,16,0,"13306","10112",0,2012/09/12 0:00:00,"H2408-0036",36,2012/09/12 0:00:00,,0
39579,3216,1,1,1,2012/08/22 0:00:00,58,0,0,\12000,163,0,0,\0,0,"8月分　ﾚｲﾓﾝﾄﾞ講師料","H",24,8,22,0,"13306","10112",0,2012/09/12 0:00:00,"H2408-0050",50,2012/09/12 0:00:00,,0
39580,3223,1,1,1,2012/08/23 0:00:00,58,,0,\10500,163,0,0,\0,0,"8月分　ｶﾜｲ体育教室","H",24,8,23,0,"13306","10112",0,2012/09/12 0:00:00,"H2408-0057",57,2012/09/12 0:00:00,,0
39581,3228,1,1,1,2012/08/24 0:00:00,143,0,0,\72400,163,0,0,\0,0,"8月分　住民税支払い","H",24,8,24,0,"11103","10112",0,2012/09/12 0:00:00,"H2408-0062",62,2012/09/12 0:00:00,,0
39582,3229,1,1,1,2012/08/24 0:00:00,143,0,0,\32630,163,0,0,\0,0,"8月分　所得税支払い","H",24,8,24,0,"11103","10112",0,2012/09/12 0:00:00,"H2408-0063",63,2012/09/12 0:00:00,,0
39583,3230,1,1,1,2012/08/24 0:00:00,143,0,0,\53010,163,0,0,\0,0,"8月分　退職共済預り分","H",24,8,24,0,"11103","10112",0,2012/09/12 0:00:00,"H2408-0064",64,2012/09/12 0:00:00,,0
39584,3231,1,1,1,2012/08/24 0:00:00,205,0,0,\53010,163,0,0,\0,0,"8月分　退職共済法人分","H",24,8,24,0,"15403","10112",0,2012/09/12 0:00:00,"H2408-0065",65,2012/09/12 0:00:00,,0
39585,3232,1,1,2,2012/08/24 0:00:00,204,0,0,\53010,205,0,0,\0,0,"8月分　退職共済振替","H",24,8,24,0,"10321","15403",0,2012/09/12 0:00:00,"H2408-0066",66,2012/09/12 0:00:00,,0
39586,3250,1,1,1,2012/08/31 0:00:00,113,0,0,\70000,163,0,0,\0,0,"小口現金引出し","H",24,8,31,0,"10101","10112",0,2012/09/12 0:00:00,"H2408-0084",84,2012/09/12 0:00:00,,0
39587,3251,1,1,1,2012/08/31 0:00:00,35,0,0,\48589,163,0,0,\0,0,"日本健康倶楽部　職員健診","H",24,8,31,0,"13201","10112",0,2012/09/12 0:00:00,"H2408-0085",85,2012/09/12 0:00:00,,0
39588,3168,1,1,1,2012/08/01 0:00:00,37,0,0,\3260,113,0,0,\0,0,"第一法規　本","H",24,8,1,0,"13203","10101",0,2012/09/12 0:00:00,"H2408-0002",2,2012/09/12 0:00:00,,0
39589,3169,1,1,1,2012/08/01 0:00:00,35,0,0,\5040,113,0,0,\0,0,"7月分　検査ｾﾝﾀｰ","H",24,8,1,0,"13201","10101",0,2012/09/12 0:00:00,"H2408-0003",3,2012/09/12 0:00:00,,0
39590,3170,1,1,1,2012/08/02 0:00:00,44,0,0,\80,113,0,0,\0,0,"ｾﾌﾞﾝｲﾚﾌﾞﾝ　ﾒｰﾙ便","H",24,8,2,0,"13210","10101",0,2012/09/12 0:00:00,"H2408-0004",4,2012/09/12 0:00:00,,0
39591,3177,1,1,1,2012/08/06 0:00:00,48,0,0,\420,113,0,0,\0,0,"振込手数料","H",24,8,6,0,"13214","10101",0,2012/09/12 0:00:00,"H2408-0011",11,2012/09/12 0:00:00,,0
39592,3179,1,1,1,2012/08/07 0:00:00,45,0,0,\3152,113,0,0,\0,0,"MV　ｽﾄﾛｰ他","H",24,8,7,0,"13211","10101",0,2012/09/12 0:00:00,"H2408-0013",13,2012/09/12 0:00:00,,0
39593,3181,1,1,1,2012/08/08 0:00:00,45,0,0,\108,113,0,0,\0,0,"ｼﾞｭﾝﾃﾝﾄﾞｰ　ｽﾄﾛｰ","H",24,8,8,0,"13211","10101",0,2012/09/12 0:00:00,"H2408-0015",15,2012/09/12 0:00:00,,0
39594,3182,1,1,1,2012/08/08 0:00:00,54,,0,\2086,113,0,0,\0,0,"ｼﾞｭﾝﾃﾝﾄﾞｰ　ﾄｲﾚｸｲｯｸﾙ他","H",24,8,8,0,"13302","10101",0,2012/09/12 0:00:00,"H2408-0016",16,2012/09/12 0:00:00,,0
39595,3183,1,1,1,2012/08/09 0:00:00,54,0,0,\578,113,0,0,\0,0,"ﾗｲﾌｫｰﾄ　ﾋﾟｭｰﾗｯｸｽ","H",24,8,9,0,"13302","10101",0,2012/09/12 0:00:00,"H2408-0017",17,2012/09/12 0:00:00,,0
39596,3184,1,1,1,2012/08/09 0:00:00,69,0,0,\193,113,0,0,\0,0,"ﾛｰｿﾝ　子育てさろん菓子","H",24,8,9,0,"13325","10101",0,2012/09/12 0:00:00,"H2408-0018",18,2012/09/12 0:00:00,,0
39597,3187,1,1,1,2012/08/10 0:00:00,69,0,0,\454,113,0,0,\0,0,"MV　子育てさろん菓子","H",24,8,10,0,"13325","10101",0,2012/09/12 0:00:00,"H2408-0021",21,2012/09/12 0:00:00,,0
39598,3188,1,1,1,2012/08/10 0:00:00,58,0,0,\588,113,0,0,\0,0,"丸美屋　ﾋﾞﾆｰﾙﾃｰﾌﾟ","H",24,8,10,0,"13306","10101",0,2012/09/12 0:00:00,"H2408-0022",22,2012/09/12 0:00:00,,0
39599,3189,1,1,1,2012/08/10 0:00:00,58,0,0,\4900,113,0,0,\0,0,"夏祭り　金魚","H",24,8,10,0,"13306","10101",0,2012/09/12 0:00:00,"H2408-0023",23,2012/09/12 0:00:00,,0
39600,3190,1,1,1,2012/08/10 0:00:00,44,0,0,\140,113,0,0,\0,0,"ﾛｰｿﾝ　切手","H",24,8,10,0,"13210","10101",0,2012/09/12 0:00:00,"H2408-0024",24,2012/09/12 0:00:00,,0
39601,3191,1,1,1,2012/08/12 0:00:00,69,0,0,\800,113,0,0,\0,0,"ﾛｰｿﾝ　子育てさろん切手","H",24,8,12,0,"13325","10101",0,2012/09/12 0:00:00,"H2408-0025",25,2012/09/12 0:00:00,,0
39602,3194,1,1,1,2012/08/13 0:00:00,166,0,0,\5000,113,0,0,\0,0,"加東市社会福祉協議会","H",24,8,13,0,"13219","10101",0,2012/09/12 0:00:00,"H2408-0028",28,2012/09/12 0:00:00,,0
39603,3212,1,1,1,2012/08/17 0:00:00,53,0,0,\276,113,0,0,\0,0,"MV　天ぷら油","H",24,8,17,0,"13301","10101",0,2012/09/12 0:00:00,"H2408-0046",46,2012/09/12 0:00:00,,0
39604,3213,1,1,1,2012/08/17 0:00:00,62,0,0,\2576,113,0,0,\0,0,"ｼﾞｭﾝﾃﾝﾄﾞｰ　洗剤他","H",24,8,17,0,"13310","10101",0,2012/09/12 0:00:00,"H2408-0047",47,2012/09/12 0:00:00,,0
39605,3214,1,1,1,2012/08/17 0:00:00,45,0,0,\1725,113,0,0,\0,0,"開進堂　菓子","H",24,8,17,0,"13211","10101",0,2012/09/12 0:00:00,"H2408-0048",48,2012/09/12 0:00:00,,0
39606,3217,1,1,1,2012/08/22 0:00:00,53,0,0,\392,113,0,0,\0,0,"MV　ﾋﾞｽｹｯﾄ","H",24,8,22,0,"13301","10101",0,2012/09/12 0:00:00,"H2408-0051",51,2012/09/12 0:00:00,,0
39607,3218,1,1,1,2012/08/22 0:00:00,58,0,0,\210,113,0,0,\0,0,"ﾀﾞｲｿｰ　ｷﾗｷﾗﾃｰﾌﾟ","H",24,8,22,0,"13306","10101",0,2012/09/12 0:00:00,"H2408-0052",52,2012/09/12 0:00:00,,0
39608,3219,1,1,1,2012/08/22 0:00:00,58,0,0,\1596,113,0,0,\0,0,"丸十　布","H",24,8,22,0,"13306","10101",0,2012/09/12 0:00:00,"H2408-0053",53,2012/09/12 0:00:00,,0
39609,3220,1,1,1,2012/08/22 0:00:00,54,0,0,\1780,113,0,0,\0,0,"ﾗｲﾌｫｰﾄ　体温計","H",24,8,22,0,"13302","10101",0,2012/09/12 0:00:00,"H2408-0054",54,2012/09/12 0:00:00,,0
